X,Y,OBJECTID,BusinessName,Address,Suite,City,State,Zip,PhoneNumber,BusinessType,OwnerName,LocationX,LocationY
-90.109986602005037,29.96522707860758,21689,CIRCLE K #2707673,3725 S CARROLLTON AVE,,NEW ORLEANS,LA,70118,504-486-8377,1101 - CONVENIENCE STORES,"CIRCLE K STORES, INC.",3668191.0434,534912.625286
-90.088988419457621,29.983087134974131,21690,CITY PARK FUEL,3494 ESPLANADE AVE,,NEW ORLEANS,LA,70119,504-484-3435,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"CITY PARK FUEL, LLC",3674769.03925,541478.8203
-90.069067961703965,29.969423635649886,21691,CLAIBORNE EXPRESS,1249 N CLAIBORNE AVE,,NEW ORLEANS,LA,70116,504-220-0005,"1142 - GASOLINE STATIONS, OTHER","MUNTHER, LLC",3681130.01032,536579.285319
-90.109879245303404,29.966597479719994,21692,COSTCO GASOLINE #1147,3800 S CARROLLTON AVE,,NEW ORLEANS,LA,70118,504-483-9001,"1142 - GASOLINE STATIONS, OTHER",COSTCO WHOLESALE CORPORATION,3668219.71425,535411.318918
-90.104650882299012,29.956681551614743,21693,DAVIS STORE 153,1308 S JEFFERSON DAVIS PKWY,,NEW ORLEANS,LA,70125,,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,1308 JEFFERSON DAVIS LLC,3669913.78234,531823.220355
-89.963340880636679,30.019316778143288,21694,DAY & NIGHT DISCOUNT #2,10422 CHEF MENTEUR HWY,B,NEW ORLEANS,LA,70127,504-248-7340,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"DAY & NICHT, LLC",3714387.12146,555106.960281
-90.09651021486556,29.940894853892381,21695,DELTA FUEL PLUS,3300 S CLAIBORNE AVE,,NEW ORLEANS,LA,70125,504-895-1126,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,DELTA FUEL MANAGEMENT LLC,3672553.49697,526110.318398
-89.896664517305808,30.041179931667198,21696,DIAMOND JUBILEE TRUCK STOP,15200 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70129,(713)783-5000,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,S&I INVESTMENT LLC,3735386.96071,563315.568288
-90.134209735551309,29.943438034534299,21697,DIAZ MARKET RIVERBEND,600 S CARROLLTON AVE,,NEW ORLEANS,LA,70118,504-832-2165,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"DIAZ II, INC.",3660604.32384,526908.205566
-90.017773670881752,30.008998044945777,21698,DISCOUNT -N- OUT,6050 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70126,504-248-5772,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"DISCOUNT -N- OUT, LLC",3697205.01143,551152.817493
-90.076989294556824,29.951922709288411,21699,DISCOUNT BROAD CENTER,3303 S BROAD STREET,,NEW ORLEANS,LA,70125,,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"DISCOUNT BROAD CENTER, LLC",3678691.8167,530187.70942
-90.089290585975434,29.946442822093395,21700,DISCOUNT CITY,2013 S CLAIBORNE AVE,D,NEW ORLEANS,LA,70125,,1101 - CONVENIENCE STORES,T & HO LLC,3674818.05608,528152.516992
-90.021472182280462,30.018821694663412,21701,DISCOUNT EAST,4901 DOWNMAN RD,,NEW ORLEANS,LA,70126,504-244-7301,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"DISCOUNT EAST, LLC",3695993.59856,554711.652248
-89.93239794369353,30.028566069051987,21702,DISCOUNT ZONE,12930 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70129,504-780-8300,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,510 DISCOUNT ZONE LLC,3724137.81107,558588.727004
-90.128245847529598,29.94901276098074,21703,DISCOUNT ZONE,1400 S CARROLLTON AVE,,NEW ORLEANS,LA,70118,504-480-8300,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"CARROLLTON DISCOUNT ZONE, LLC",3662471.73075,528955.204864
-90.068123343534864,29.969331868637003,21704,DISCOUNT ZONE,1533 ESPLANADE AVE,,NEW ORLEANS,LA,70116,504-236-8095,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,SPUR DISCOUNT STORE #3  INC,3681429.45404,536549.216455
-90.010462442348427,30.011375732797465,21705,DISCOUNT ZONE,6711 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70126,,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"NOLA FUEL ONE, LLC",3699508.90359,552044.074326
-90.010462442348427,30.011375732797465,21706,DISCOUNT ZONE,6711 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70126,504-666-6660,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,HAJER ADNAN LLC,3699508.90359,552044.074326
-90.092188302809632,29.927597472845168,21707,"DISCOUNT ZONE,INC",3434 ST CHARLES AVE,,NEW ORLEANS,LA,70115,504-258-1222,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"FAST TRUCK,INC",3673974.62644,521289.704697
-90.110123652128607,29.984452084400566,21708,DOLLY'S GAS,5151 CANAL BLVD,A,NEW ORLEANS,LA,70124,504-464-8943,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,QUIK PIK FOOD MART/DOLLYDELI INC,3668073.01997,541903.128012
-90.020634493329936,30.010602017097018,21709,DOWNMAN SHELL,3901 DOWNMAN RD,,NEW ORLEANS,LA,70126,504-982-6291,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"WYNVINA SIX, INC",3696292.92906,551725.698581
-90.061834922164834,30.023425087105942,21710,ELYSIAN FIELDS SHELL,6300 ELYSIAN FIELDS AVE,,NEW ORLEANS,LA,70122,504-884-8766,1101 - CONVENIENCE STORES,"M & S  OIL SERVICES, L.L.C.",3683202.15394,556241.64425
-90.076989294556824,29.951922709288411,21711,EMPIRE EXPRESS,4301 LOUISA DRIVE,A,NEW ORLEANS,LA,70126,,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"EMPIRE EXPRESS, LLC",3678691.8167,530187.70942
-90.118274623596932,30.005999420975453,21712,FLEUR DE LIS CAR CARE CENTER,247 W HARRISON AVE,,NEW ORLEANS,LA,70124,,"1142 - GASOLINE STATIONS, OTHER","BERGERON, C RAY         BERGERON, C RAY",3665409.63412,549711.161108
-90.050721487357904,29.969318075385239,21713,FRANKLIN FUEL,1100 FRANKLIN AVE,,NEW ORLEANS,LA,70117,,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,FRANKLIN FUEL LLC,3686939.10466,536605.454855
-90.018374924860737,29.967454849946613,21714,FUEL EXPRESS MART,5201 N CLAIBORNE AVE,,NEW ORLEANS,LA,70117,504-376-7699,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,GHAZOOL LLC,3697188.08848,536044.001735
-90.016031973153019,30.026751304640268,21715,FUEL EXPRESS MART,6500 I 10 E SERVICE RD,,NEW ORLEANS,LA,70126,504-376-7699,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"M G EXPRESS, LLC",3697682.0097,557614.914971
-90.011466385707337,30.037513036258357,21716,FUEL EXPRESS MART,7220 HAYNE BLVD,,NEW ORLEANS,LA,70126,,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"GENTILLY EXPRESS,LLC",3699081.53405,561544.937055
-90.100796563594074,29.940122359249184,21717,FUEL N MART,4140 S CLAIBORNE AVE,,NEW ORLEANS,LA,70125,504-891-1852,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"TWO GUYS WITH GAS, INC",3671199.02747,525814.783357
-90.035956879636004,30.005138918370324,21718,FUEL ZONE,4500 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70126,,1101 - CONVENIENCE STORES,FUEL ZONE LLC,3691466.2294,549683.876884
-90.021204489648753,30.010279161890864,21719,GASCO,5855 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70126,,"1142 - GASOLINE STATIONS, OTHER","5855 CHEF MENTEUR HWY,LLC",3696113.88253,551606.230293
-90.088627710938781,29.946906071098297,21720,GASCO DISCOUNT STORE #2,1425 S CLAIBORNE AVE,,NEW ORLEANS,LA,70125,504-525-3511,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,GASCO DISCOUNT STORE #2 INC,3675026.14747,528323.251136
-90.105594521790366,30.019138827827657,21721,GAUCHETS ROCKERY SERVICE,722 ROBERT E LEE BLVD,,NEW ORLEANS,LA,70124,,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,GAUCHET DANNY L JR/STANL,3669371.62503,554531.96796
-90.041997317750912,30.00293936184076,21722,GENTILLY CHEVRON,4046 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70126,504-279-6013,"1142 - GASOLINE STATIONS, OTHER","GENTILLY CHEVRON, INC.",3689563.47318,548862.437843
-90.072566331904284,29.990013778180487,21723,GENTILLY SHELL,2035 GENTILLY BLVD,,NEW ORLEANS,LA,70119,,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"OTTALLAH, INC",3679940.00904,544054.443406
-90.011817501973951,30.011252200004829,21724,I-10 GAS INC,6601 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70126,504-246-4400,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"I-10 CHEVRON, INC",3699080.57975,551994.204438
-90.090071243520839,29.975255460942588,21725,IDEAL DISCOUNT MARKET,3340 ORLEANS AVE,,NEW ORLEANS,LA,70119,,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"ORLEANS AVENUE MARKET,LLC",3674457.15336,538627.199113
-89.861794209623326,30.145278583544815,21726,IRISH BAYOU TRUCK STOP,3684 RIDGEWAY BLVD,,NEW ORLEANS,LA,70129,,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"FIVE BROTHERS II,INC",3745932.93045,601309.691972
-90.093872548236945,29.921320420229932,21727,JETGO,3720 MAGAZINE ST,,NEW ORLEANS,LA,70115,504-269-0246,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"AL-MALIK, INC",3673465.84385,519001.366455
-90.076989294556824,29.951922709288411,21728,KENILWORTH SPUR,6501 I 10 E SERVICE RD,,NEW ORLEANS,LA,70126,504-782-3530,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"HINGEL PETROLEUM,LLC",3678691.8167,530187.70942
-89.974549393400153,30.035738260519604,21729,LAKE FOREST SPUR,5901 READ BLVD,,NEW ORLEANS,LA,70127,504-248-8885,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"HINGEL PETROLEUM,LLC",3710769.39621,561036.189342
-90.075060074693681,30.020829777674109,21730,LAKE TERRACE CROSSING,1600 ROBERT E LEE BLVD,,NEW ORLEANS,LA,70122,504-565-3722,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"SALJER,LLC",3679027.57403,555251.686873
-90.103155896371234,30.003849809891751,21731,LAKEVIEW DISCOUNT,932 HARRISON AVE,,NEW ORLEANS,LA,70124,504-895-2001,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,LAKEVIEW DISCOUNT INC,3670203.02433,548980.531411
-90.076989294556824,29.951922709288411,21732,LOUISA XPRESS,4301 LOUISA ST,,NEW ORLEANS,LA,70122,,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,WAGNERS CHEF LLC,3678691.8167,530187.70942
-90.082290954478069,29.926457491658489,21733,MAGAZINE SPUR,2727 MAGAZINE ST,,NEW ORLEANS,LA,70130,504-895-2001,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"AL-MONA, INC",3677114.0669,520909.258425
-90.056793456952505,29.9737995385311,21734,MAGNOLIA DISCOUNT,1601 ELYSIAN FIELDS AVE,,NEW ORLEANS,LA,70117,504-453-3542,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,RICKS ELYSIAN FIELDS LLC,3684998.50652,538213.613129
-90.024523587108987,29.926890924682976,21735,MAGNOLIA DISCOUNT,3054 GENERAL DE GAULLE DR,,NEW ORLEANS,LA,70114,504-453-0466,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,RICKS GENERAL DEGAULLE LLC,3695409.81814,521271.256953
-90.11220394107049,29.963106033529925,21736,MAGNOLIA DISCOUNT,3415 S CARROLLTON AVE,,NEW ORLEANS,LA,70118,,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"R & E PETROLEUM, LLC",3667497.20007,534133.842373
-90.06522053140111,29.96451285651483,21737,MANNINO'S P & M TEXACO SERVICE,1139 N RAMPART ST,,NEW ORLEANS,LA,70116,504-522-5255,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,MANNINO'S P & M TEXACO  SER INC,3682367.90645,534807.003718
-90.076989294556824,29.951922709288411,21738,"MARK'S MID-CITY SERVICE STATION, INC.",4440 S CARROLLTON AVE,,NEW ORLEANS,LA,70119,504-488-0618,"1142 - GASOLINE STATIONS, OTHER","MARK'S MID-CITY SERVICE STATION, INC.",3678691.8167,530187.70942
-90.084168765189503,29.970165872782278,21739,MHM DISCOUNT,617 N BROAD ST,,NEW ORLEANS,LA,70119,,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"MHM DISCOUNT,LLC",3676346.00501,536796.75412
-89.994922090616043,30.031374073576497,21740,MJ EXPRESS,7000 CROWDER BLVD,,NEW ORLEANS,LA,70127,504-427-4289,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,MARY JOHN CROWDER INC.,3704342.0833,559373.338333
-90.018390520250989,29.912674264182964,21741,MURPHY USA #7138,3921 BEHRMAN HWY,,NEW ORLEANS,LA,70131,504-368-8385,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"MURPHY OIL USA,INC",3697411.75063,516123.84722
-90.114455450944519,29.961204734603456,21742,OM CARROLLTON OIL,3101 S CARROLLTON AVE,,NEW ORLEANS,LA,70118,,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"OM CARROLLTON OIL,INC",3666791.6569,533434.86618
-90.082886342940355,29.971298506485521,21743,ORLEANS CENTER MARKET,2707 ORLEANS AVE,,NEW ORLEANS,LA,70119,,1101 - CONVENIENCE STORES,ORLEANS CENTER MARKET LLC,3676747.53512,537213.051272
-89.944983210580403,30.012111544860986,21744,PALACE TRUCK STOP,12170 OLD GENTILLY RD,,NEW ORLEANS,LA,70129,504-241-0409,"1142 - GASOLINE STATIONS, OTHER",AMID TRAVEL PLAZA INC,3720228.10841,552556.804182
-89.9441502153865,29.984568796424501,21745,PARADISE TRUCK STOP,2101 PARIS RD,,NEW ORLEANS,LA,70129,504-279-8785,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"FISHERMAN'S PARADISE HARBOR MARINA, INC",3720613.15263,542544.505997
-90.073339266789318,29.989599341923523,21746,PARIS AVENUE SUPERETTE,2025 GENTILLY BLVD,,NEW ORLEANS,LA,70119,,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"PARIS AVENUE SUPERETTE, INC.",3679696.9981,543901.047246
-90.058828593717763,30.000283577759866,21747,PETRO SAVE,3201 GENTILLY BLVD,,NEW ORLEANS,LA,70127,,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"PETRO SAVE, LLC",3684247.07145,547837.04661
-90.07929413827587,29.956926728238756,21748,QUICK TRIP DISCOUNT,1635 TULANE AVE,,NEW ORLEANS,LA,70112,504-382-5335,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,QUICK TRIP DISCOUNT LLC,3677942.03771,531999.361283
-90.110123652128607,29.984452084400566,21749,QUIK PIK FOOD MART/DOLLY'S    DELI INC,5151 CANAL BLVD,,NEW ORLEANS,LA,70124,,1101 - CONVENIENCE STORES,QUIK PIK FOOD MART/DOLLYDELI INC,3668073.01997,541903.128012
-90.070152779132698,29.958890691091501,21750,RAMPART FUEL,447 N RAMPART ST,,NEW ORLEANS,LA,70112,504-247-2361,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"RAMPART FUEL, LLC.",3680828.77077,532745.325636
-89.980283519434494,30.042458433241642,21751,READ SHELL,7358 READ BLVD,,NEW ORLEANS,LA,70128,504-908-5876,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"NKHAN, INC.",3708926.28388,563458.43184
-90.052153307632665,30.022206646673098,21752,ROGERS CHEVRON SERVICE,6132 FRANKLIN AVE,,NEW ORLEANS,LA,70122,,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"SIGSWORTH, ROGER",3686270.73743,555832.696217
-90.02709273462736,30.032274434874505,21753,SPEED RACER,8020 DOWNMAN RD,104,NEW ORLEANS,LA,70126,504-248-2005,1101 - CONVENIENCE STORES,COMPAK DELI INC,3694159.19933,559583.275165
-90.100217704487648,29.940832037625512,21754,SPUR DISCOUNT CORNER,4101 S CLAIBORNE AVE,,NEW ORLEANS,LA,70125,504-822-9252,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,ALSALAM INC,3671379.5771,526074.821438
-90.002751713951213,29.931509200121603,21755,SPUR GENERAL MEYER,4901 GENERAL MEYER AVE,,NEW ORLEANS,LA,70131,504-393-9939,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,SPUR GENERAL MEYER LLC,3702286.40177,523030.039547
-90.121244948749606,29.972162495142339,21756,STERLING XPRESS #2,9201 AIRLINE HWY,,NEW ORLEANS,LA,70118,,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,JENAHNMOODY LLC,3664599.69933,537396.732424
-90.097622881027746,29.965263210609439,21757,STERLING XPRESS #3,3327 TULANE AVE,,NEW ORLEANS,LA,70119,,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"JENAHN MOODY, LLC",3672105.55207,534967.769926
-90.007042985287555,29.916733849052878,21758,STORE #140,4662 GENERAL DE GAULLE DR,,NEW ORLEANS,LA,70131,504-366-2413,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,4662 GDD LLC,3700989.42602,517641.475382
-90.031970825639306,29.928784664520371,21759,STORE #142,2601 GENERAL DE GAULLE DR,,NEW ORLEANS,LA,70114,504-366-5639,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,2601 GEN DEGAULLE LLC,3693043.13405,521933.018682
-90.09455391789065,29.94301248753856,21760,SUPER DISCOUNT GAS,2727 S CLAIBORNE AVE,UNIT C,NEW ORLEANS,LA,70125,504-363-0054,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"SUPER DISCOUNT GAS, INC",3673164.73307,526887.061438
-90.009551503803877,30.011552259434392,21761,TEX MART,6733 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70126,504-333-6282,1101 - CONVENIENCE STORES,TEX MART INC,3699796.45104,552111.595542
-90.082387696021939,29.962705133830109,21762,THE BIG EASY FOOD AND GAS,2201 CANAL ST,,NEW ORLEANS,LA,70119,,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,CANAL STREET MARKET LLC,3676939.52411,534089.898885
-90.071352768317723,29.983268185998686,21763,TRIANGLE DELI,1904 N BROAD ST,,NEW ORLEANS,LA,70119,,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"HALO III, LLC",3680351.17167,541605.715148
-90.113164348953376,29.945681604699665,21764,UNIVERSITY SHELL,6201 S CLAIBORNE AVE,,NEW ORLEANS,LA,70125,,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,LA GUARDIA AND MCADAMS ENTERPRISES INC,3667260.57735,527794.413183
-90.101263526795023,29.95098350409755,21765,WASHINGTON DISCOUNT,3303 S BROAD ST,,NEW ORLEANS,LA,70125,504-821-6650,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"SURAG, LLC",3671008.6715,529762.711809
-90.049751171857778,29.993801843303512,21766,YOUSUF CHEVRON,3400 FRANKLIN AVE,,NEW ORLEANS,LA,70122,,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"YOUSUF, LISANUDDIN",3687146.58089,545512.110672
-90.076631346373432,29.929844517035786,21767,YOUSUF SHELL SELF SERVE,2135 MAGAZINE ST,,NEW ORLEANS,LA,70130,504-669-7866,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"YOUSUF, MUNIBUDDIN",3678893.21858,522160.51865
