X,Y,OBJECTID,BusinessName,Address,Suite,City,State,Zip,PhoneNumber,BusinessType,OwnerName,LocationX,LocationY
-90.031585544968976,29.963345301270614,248866,THE CREPE PLACE,941 POLAND AVE,,NEW ORLEANS,LA,70117,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),TRACY KISH,3693022.39222,534501.862853
-90.075175444197882,29.948033232021714,248867,THE DAILY BEET,1000 GIROD ST,SUITE B6A,NEW ORLEANS,LA,70113,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),JUICE NOLA LLC,3679281.73032,528779.654848
-90.092588052831928,29.92758734590619,248868,THE DELACHAISE,3442 ST CHARLES AVE,,NEW ORLEANS,LA,70115,504-236-7476,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"FOUR BLIND MICE, LLC",3673848.0482,521284.650553
-90.079231892309195,29.934769287448436,248869,THE EIFFEL SOCIETY,2040 ST CHARLES AVE,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),LVX NEW ORLEANS LLC,3678049.93326,523942.318268
-90.051027304690606,29.96570326977632,248870,THE FRANKLIN,2600 DAUPHINE ST,,NEW ORLEANS,LA,70117,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),THE FRANKLIN RESTAURANT LLC,3686856.99055,535289.894918
-90.076741222386602,30.020815816198382,248871,THE FUD BAR,1522 ROBERT E LEE BLVD,STE B,NEW ORLEANS,LA,70122,504-495-4653,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"FAMILY MEAL, LLC",3678495.63611,555240.771929
-90.103597686734162,29.948815394253764,248872,THE GREEN DOT CAFE,4300 S BROAD ST,,NEW ORLEANS,LA,70125,(504)822-4011,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"LIBERTY'S KITCHEN, INC",3670277.9762,528966.364992
-90.064600614819724,29.956493340144281,248873,THE GRILL,540 CHARTRES ST,,NEW ORLEANS,LA,70130,504-522-1800,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),CHARTRES GRILL LLC.,3682596.4772,531892.984003
-90.076989294556824,29.951922709288411,248874,THE HALAL GUYS,301 ST. CHARLES AVE,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),TMJ HG LLC,3678691.8167,530187.70942
-90.076243836672049,29.97634400290881,248875,THE HALF SHELL,2517 BAYOU RD,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"HALF SHELL OF NEW ORLEANS,LLC",3678830.45045,539070.796874
-90.083767530539617,29.980161630740984,248876,THE HALF SHELL,3101 ESPLANADE AVE,,NEW ORLEANS,LA,70122,504-453-2287,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),THE HALF SHELL OF NEW ORLEANS LLC,3676433.40021,540432.980043
-90.104334296603724,29.935070244594861,248877,THE HIGH HAT RESTAURANT,4500 FRERET ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),THE HIGH HAT RESTAURANT LLC,3670098.31937,523965.61222
-90.0691421827092,29.947210738529961,248878,THE HONORABLE CAPDEVILLE,520 CAPDEVILLE ST,,NEW ORLEANS,LA,70130,504-388-3030,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),THE HONORABLE CAPDEVILLE LLC,3681195.62863,528501.5952
-90.076989294556824,29.951922709288411,248879,THE ITALIAN BARREL,430 BARRACKS ST,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),THE ITALIAN BARREL LLC,3678691.8167,530187.70942
-90.062897167836866,29.956402543112297,248880,THE JAXON ON THE RIVER,620 DECATUR ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),NEW JAX RH LLC,3683136.24072,531865.943747
-90.062897167836866,29.956402543112297,248881,THE JAXSON ON THE RIVER,620 DECATUR ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),JAXSON GROUP NOLA LLC,3683136.24072,531865.943747
-90.035559872459686,29.961338933688406,248882,THE JOINT,701 MAZANT ST,,NEW ORLEANS,LA,70117,504-949-3232,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),THE JOINT ON POLAND LLC.,3691772.27286,533758.001093
-90.050757202982524,30.013736927487479,248883,THE JUJU BAG,5363 FRANKLIN AVE,,NEW ORLEANS,LA,70122,504-872-0969,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"VOICES IN THE DARK PRODUCTIONS,LLC",3686746.99753,552757.713814
-90.004078749449022,29.932067170549459,248884,THE KITCHEN,4801 GENERAL MEYER AVE,E,NEW ORLEANS,LA,70131,504-912-4988,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BRUCE P ROLLINS JR,3701863.73898,523228.057915
-90.110329331670542,29.981336791495824,248885,THE KITCHEN,5055 CANAL ST,,NEW ORLEANS,LA,70119-5834,504-488-4889,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"THR HERB IMPORT CO,INC",3668020.0009,540769.589003
-90.077540402218375,29.935992176048909,248886,THE MELTING POT,1820 ST CHARLES AVE,STE:120,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),NAQUIN HOSPITALITY LLC,3678580.78805,524392.872252
-90.107153316448574,29.935042066516665,248887,THE MIDWAY ON FRERET ST.,4725 FRERET ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"NWDC, LLC",3669205.5899,523945.800508
-90.076989294556824,29.951922709288411,248888,THE MILK BAR,710 CARROLLTON AVE /BIENVILLE (DOWNTOWN/LAKESIDE),,NEW ORLEANS,LA,70118,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"THE MILK BAR, INC",3678691.8167,530187.70942
-90.074509614358377,29.932112264236849,248889,THE MUNCH FACTORY,1901 SOPHIE WRIGHT PL,,NEW ORLEANS,LA,70130,504-315-5339,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),THE MUNCH FACTORY LLC.,3679556.18677,522992.529339
-90.065160566148506,29.958157599820332,248890,THE OLD COFFEE POT RESTAURANT,714 ST PETER ST,,NEW ORLEANS,LA,70116,504-524-3500,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),DUSTIN INVESTMENTS LLC,3682412.47042,532496.207428
-90.067318764506581,29.94788590878105,248891,THE OLD NO. 77  HOTEL & CHANDLERY - RESTAURANT,535 TCHOUPITOULAS ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),HOTEL AMBASSADOR NOLA LLC,3681770.35599,528753.487296
-90.074852768468418,29.951401852443162,248892,THE ORIGINAL ITALIAN PIE,417 S RAMPART ST,,NEW ORLEANS,LA,70112,504-522-7552,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),TRILLION ENTERPRISE LLC.,3679370.46088,530005.730945
-90.05067203182071,30.012928601900462,248893,THE ORIGNAL FIORELLA'S CAFE,5325 FRANKLIN AVE,,NEW ORLEANS,LA,70122,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"HALF IN TWO, LLC",3686777.24188,552464.076374
-90.076989294556824,29.951922709288411,248894,THE ORLEANS GRAPEVINE,720 ORLEANS AVE,,NEW ORLEANS,LA,70116,504-523-1927,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),THE ORLEANS GRAPEVINE IN,3678691.8167,530187.70942
-90.056651250360645,29.97319312221239,248895,THE PATIO,1525 ELYSIAN FIELDS AVE,STE: C,NEW ORLEANS,LA,70117,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),THE PATIO AT MELBA'S LLC,3685045.98549,537993.599241
-90.066912664555076,29.954602643903712,248896,THE PELICAN CLUB,615 BIENVILLE ST,,NEW ORLEANS,LA,70130-2208,504-523-1504,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),RIVER ROADS FOOD COMPANY,3681871.96424,531197.358722
-90.119219926151629,29.921544405882528,248897,THE PITA PIT,5800 MAGAZINE ST,,NEW ORLEANS,LA,70115,504-899-4141,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),THE PITA WAY INC,3665435.85991,518996.852855
-90.058106986867486,29.963283248868947,248898,THE PRALINE CONNECTION,542 FRENCHMEN ST,,NEW ORLEANS,LA,70116,504-943-3934,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),THE PRALINE CONNECTION  CORP,3684625.20841,534384.869573
-90.074458496399188,29.950660089858076,248899,THE RAMPART ROOM AT WALK-ON'S,1009 POYDRAS ST,STE #C,NEW ORLEANS,LA,70112,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"RAMPART 442,LLC",3679498.2772,529737.370241
-90.071660796059831,29.953942824123818,248900,THE ROOSEVELT HOTEL WAC,123 BARONNE ST,,NEW ORLEANS,LA,70112,504-648-1200,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"FCH SUB-TENANT, LLC",3680371.07893,530940.837378
-90.071660796059831,29.953942824123818,248901,"THE ROOSEVELT HOTEL, A WALDORF ASTORIA COLLECTION",123 BARONNE ST,,NEW ORLEANS,LA,70112,504-648-1200,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"WALDORF=ASTORIA MANAGEMENT, LLC",3680371.07893,530940.837378
-90.065408938930958,29.953614634768993,248902,THE ROUGE HOUSE,300 DECATUR ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),THE ROUGE HOUSE LLC,3682352.10434,530843.348226
-90.071759351187737,29.955311136960393,248903,THE RUBY SLIPPER CAFE,1005 CANAL ST,,NEW ORLEANS,LA,70112,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),RSC DOWNTOWN 2 LLC,3680334.39227,531438.062787
-90.098445630782393,29.971747320269863,248904,THE RUBY SLIPPER CAFE,139 S CORTEZ ST,,NEW ORLEANS,LA,70119,504-729-0888,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),THE RUBY SLIPPER CAFE LLC,3671819.63911,537322.833224
-90.067416391804429,29.950973296563774,248905,THE RUBY SLIPPER CAFE,200 MAGAZINE ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"THE RUBY SLIPPER CAFE, LLC",3681727.03631,529875.832513
-90.058958442959224,29.966557871869679,248906,THE RUBY SLIPPER CAFE,2001 BURGUNDY ST,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"THE RUBY SLIPPER CAFE, LLC",3684342.36937,535572.644038
-90.082619230862022,29.925978677864116,248907,THE RUBY SLIPPER CAFE,2802 MAGAZINE ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"THE RUBY SLIPPER CAFE,LLC",3677011.98709,520734.009401
-90.086036455249072,29.924082042830669,248908,THE RUM HOUSE,3128 MAGAZINE ST,,NEW ORLEANS,LA,70115,504-941-7560,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),B & P RESTAURANT GROUP LLC,3675937.09582,520032.526264
-90.08558290612288,29.959287820022972,248909,THE SPOT,2220 TULANE AVE,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"EMPIRE ASSOCIATES,LLC",3675941.35214,532836.20378
-90.076989294556824,29.951922709288411,248910,THE SPOT CAFE,6209 FRANKLIN AVE,,NEW ORLEANS,LA,70122,504-452-0203,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),THE WING SPOT LLC,3678691.8167,530187.70942
-90.099322194984865,29.920868026945456,248911,THE STANDARD,4206 MAGAZINE ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),THE STANDARD EATING HOUSE LLC,3671741.36878,518818.228151
-90.104008501902413,30.003965862632604,248912,THE STEAK KNIFE RESTAURANT,888 HARRISON AVE,,NEW ORLEANS,LA,70124,504-488-8981,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),STEAK KNIFE INC,3669932.72058,549019.836627
-90.066290637315902,29.958045729688756,248913,THE STEAK PIT,609 BOURBON ST,,NEW ORLEANS,LA,70130,504-595-3172,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"NICHOLAS S KARNO VII, IN",3682055.08853,532451.568579
-90.07167108629109,29.952039198016845,248914,THE STORE,814 GRAVIER ST,,NEW ORLEANS,LA,70112,504-701-4041,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),REUBEN III LLC,3680375.44245,530248.573313
-90.058518979169236,29.971593574983181,248915,THE SUPERB PEARL,1400 FRENCHMEN ST,,NEW ORLEANS,LA,70112,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),THE SUPERB PEARL LLC,3684461.13884,537405.360584
-90.059239608048927,29.960543430919596,248916,THE TAHYO TAVERN,1140 DECATUR ST,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"THE TAHYO TAVERN,LLC",3684277.66601,533384.581636
-90.073975470403823,29.931380501875722,248917,THE TASTING ROOM,1906 MAGAZINE ST,,NEW ORLEANS,LA,70130,504-300-7105,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"DEVLAR ENTERPRISES, LLC",3679728.28987,522728.293498
-90.078767327849462,29.935606168274784,248918,THE TROLLEY STOP CAFE,1923 ST CHARLES AVE,,NEW ORLEANS,LA,70130,504-523-0090,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"THE TROLLEY STOP, INC.",3678193.73794,524248.24902
-90.107597859663343,29.924972806669949,248919,THE UPPERLINE RESTAURANT,1413 UPPERLINE ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"THE UPPERLINE RESTAURANT, INC",3669103.96276,520282.739384
-90.052366691497838,29.968399407564366,248920,THE URBAN EMPOWERMENT FUND,2372 ST CLAUDE AVE,,NEW ORLEANS,LA,70117,212-558-5378,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"MEDICAL ACUPUNTURE, LLC",3686421.95228,536265.566279
-90.102952903594939,30.004862514680863,248921,THE VELVET CACTUS,6300 ARGONNE BLVD,,NEW ORLEANS,LA,70124,504-669-4164,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),THE VELVET CACTUS LLC.,3670263.31745,549349.481619
-90.09961585452929,29.920821820242352,248922,THEOS PIZZA,4218 MAGAZINE ST,,NEW ORLEANS,LA,70115,504-319-1607,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),THEOS PIZZA LLC,3671648.52871,518800.423991
-90.100304308373126,29.973989333705422,248923,THEOS PIZZA (CANAL),4024 CANAL ST,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),4024 CANAL ST LLC,3671222.40251,538131.779145
-90.057904199088242,29.963291655609432,248924,THREE MUSES,536 FRENCHMEN ST,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),RUE MUSES LLC,3684689.38274,534388.641285
-90.128559465480663,29.941228086102772,248925,THREE MUSES,7537 MAPLE ST,,NEW ORLEANS,LA,70118,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"THREE MUSES MAPLE, LLC",3662402.17952,526123.354366
-90.076989294556824,29.951922709288411,248926,TIGER'S CREOLE CUISINE,1612 BASIN ST,,NEW ORLEANS,LA,70116,504-529-3750,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),RENE T WATSON,3678691.8167,530187.70942
-90.109531828691004,29.920606381511313,248927,TITO'S CEVICHE & PISCO LLC,5015 MAGAZINE ST,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),TITO'S CEVICHE & PISCO LLC,3668508.33281,518688.399159
-90.076390589495404,29.986399757110238,248928,TOAST,1845 GENTILLY BLVD,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),CASH HURST RESTAURANT GROUP LLC,3678743.8779,542726.945677
-90.067587635173055,29.945144155960818,248929,TOMAS BISTRO,755 TCHOUPITOULAS ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),T'S BISTRO LLC,3681696.22428,527755.545663
-90.067286596242127,29.945300417338007,248930,TOMMY'S CUSINE,746 TCHOUPITOULAS ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),T'S CUISINE LLC,3681790.93135,527813.421119
-90.094564481853666,29.980578927413717,248931,TOUPS MEATERY,845 N CARROLLTON AVE,,NEW ORLEANS,LA,70119,504-259-6661,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"TOUPS MEATERY,LLC",3673013.70273,540547.611531
-90.079206766647147,29.94084922538406,248932,TOUPS SOUTH,1504 ORETHA CASTLE HALEY BLVD,,NEW ORLEANS,LA,70113,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"TOUPS SOUTH, LLC",3678033.69269,526153.291582
-90.066098441926741,29.954078913441215,248933,TRATTORIA NOTO,529 BIENVILLE ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"TRATTORIA NOTO,LLC",3682131.89935,531009.761474
-90.077409831313773,29.967390733968184,248934,TREME RESTAURANT AND SWEET SHOP,2139 ORLEANS AVE,STE A,NEW ORLEANS,LA,70116,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"LUCKY JOHNSON, LLC",3678496.99598,535811.000647
-90.070278403842821,29.95024496420859,248935,TRENASSE,444 ST CHARLES AVE,100,NEW ORLEANS,LA,70130,504-680-7000,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),FEANNA LLC,3680823.64776,529600.982337
-90.059913156443088,29.960364640150356,248936,TRINITY RESTAURANT,1117 DECATUR ST,,NEW ORLEANS,LA,70116,504-232-5267,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),TRINITY FOODS LLC,3684065.11804,533317.19578
-90.130071895876,29.947742631020692,248937,TRU BURGER,8115 OAK ST,,NEW ORLEANS,LA,70118,504-218-5416,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"PAU BURGER, LLC",3661898.31488,528487.259968
-90.067434947809332,29.950948031336665,248938,TSAI TIME,212 MAGAZINE ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"TSAI TIME,LLC",3681721.26159,529866.580161
-90.069924394498926,29.949680082451366,248939,TSUNAMI,601  POYDRAS ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),DAI YON LLC,3680938.01679,529396.806657
-90.061822304060968,29.958178768329887,248940,TUJAGUE'S REST,823 DECATUR ST,,NEW ORLEANS,LA,70116,504-525-8676,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),TUJAGUE'S INC,3683469.42946,532515.619332
-90.074448145445956,29.92716630601759,248941,TURKEY AND THE WOLF,739 JACKSON AVE,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),TURKEY AND THE WOLF LLC,3679595.41531,521194.215993
-90.06475939939763,29.941956775948693,248942,TWO CHICKS CAFE,901 CONVENTION CENTER BLVD,STE 109,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"IULIAROSE, LLC",3682604.72034,526606.404158
-90.076989294556824,29.951922709288411,248943,UGLY DOG SALOON & BBQ,401 ANDREW HIGGINS ST,,NEW ORLEANS,LA,70130,504-569-8459,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SALOON PROMOTIONS INC,3678691.8167,530187.70942
-90.016545142698945,29.918919989575823,248944,UMI 2,3580 HOLIDAY DR,STE #8,NEW ORLEANS,LA,70114,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"MEI SUSHI AND HIBACHI,LLC",3697970.24445,518401.712566
-90.089290585975434,29.946442822093395,248945,UPTOWN DELI,2013 S CLAIBORNE AVE,STE B,NEW ORLEANS,LA,70125,504-232-0604,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),UPTOWN DELI LLC,3674818.05608,528152.516992
-90.076989294556824,29.951922709288411,248946,UPTOWN PIZZA & WINGS,1120 S CARROLLTON,,NEW ORLEANS,LA,70118,504-861-8175,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),MONAS CAFE-CARROLLTON,3678691.8167,530187.70942
-90.093988045561886,29.926026650846968,248947,UPTOWN SPORTS BAR & GRILL,3629 PRYTANIA ST,,NEW ORLEANS,LA,70115,985 768 1209,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"ORLEANS JAZZ 'N BLUES VENUE, INC",3673410.74836,520712.326393
-90.076989294556824,29.951922709288411,248948,VACHERIE,827 1/2 TOULOUSE ST,,NEW ORLEANS,LA,70112,504-495-2387,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),DAUPHINE TOULOUSE INC,3678691.8167,530187.70942
-90.106284444503856,29.929417731679983,248949,VALENCIA,1900 VALENCE ST,,NEW ORLEANS,LA,70115,504-436-4500,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),VALENCIA INC,3669502.68039,521903.530106
-90.088813687171097,29.929605952739326,248950,VAN BENTHUYSEN-ELMS MANSION,3029 ST CHARLES AVE,,NEW ORLEANS,LA,70115,504-895-5493,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"VAN BENTHUYSEN-ELMS FOUNDATION, INC",3675035.57947,522031.654074
-90.057835335742269,29.962405365589913,248951,VASO,1407 DECATUR ST,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),VASO LLC,3684714.77468,534066.596421
-90.099507779003304,29.975008638233941,248952,VENEZIA RESTAURANT,134 N CARROLLTON AVE,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),VENEZIA INC,3671470.58945,538505.152521
-90.097434026902832,29.97414860129993,248953,VESSEL,3835 IBERVILLE ST,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"VESSEL NOLA,LLC",3672130.49748,538199.485065
-90.076989294556824,29.951922709288411,248954,VIDES VENTURES LLC,201 SAINT CHARLES AVE,213,NEW ORLEANS,LA,70170,504-250-2171,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),VIDES VENTURES LLC,3678691.8167,530187.70942
-90.072296750156653,29.952281081467877,248955,VIET ORLEANS BISTRO,300 BARONNE ST,,NEW ORLEANS,LA,70112,504-333-6917,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),VIET ORLEANS BISTRO LLC,3680176.34837,530334.34989
-90.076989294556824,29.951922709288411,248956,VIEUX CARRE PIZZA,733 SAINT LOUIS ST,,NEW ORLEANS,LA,70130,504-529-1999,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),ASHRAF AWADALLA,3678691.8167,530187.70942
-90.066885889210624,29.957137744799709,248957,VIEUX CARRE PIZZA EXPRESS,504 BOURBON ST,,NEW ORLEANS,LA,70130,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),BOURBON PIZZA LLC,3681870.2541,532119.308163
-90.076989294556824,29.951922709288411,248958,VIEUX CARRE WINGS,729 SAINT LOUIS ST,,NEW ORLEANS,LA,70130,504-522-2333,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),NILE RIVER LLC,3678691.8167,530187.70942
-90.062858100793392,29.948970099439773,248959,VILLA FRESH ITALIAN KITCHEN,1 POYDRAS ST,147,NEW ORLEANS,LA,70130,504-522-2458,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),RIVER WALK PIZZA LLC,3683178.57832,529163.372992
-90.132299651556139,29.941824591004774,248960,VINCENT'S ITALIAN CUISINE,7839 ST CHARLES AVE,,NEW ORLEANS,LA,70118,504-866-9313,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),THAT'S AMORE INC,3661215.3856,526327.831486
-90.070092213232698,29.951949375651811,248961,VINTAGE GARDEN KITCHEN,201  SAINT CHARLES AVE,STE #215,NEW ORLEANS,LA,70170,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"LJTIII,LLC",3680875.77608,530221.419073
-90.076989294556824,29.951922709288411,248962,VOODOO BBQ & GRILL,1501 ST. CHARLES AVE,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),VOODOO BBQ RESTAURANT GROUP INC,3678691.8167,530187.70942
-89.927860031249978,30.029952862953536,248963,VUCINOVICH'S RESTAURANT,4510 MICHOUD BLVD,,NEW ORLEANS,LA,70129,504-254-5246,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),VUCINOVICH'S RESTAURANT INC,3725567.50022,559110.59894
-90.066355594661928,29.954500384619131,248964,W FRENCH QUARTER HOTEL,316 CHARTRES ST,,NEW ORLEANS,LA,70130,504-581-1200,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"WESTERN HOST, INC",3682048.77532,531162.123394
